26.75,1,2023-10-18 11:50:42 +0900
23.87,2,2023-10-18 11:55:31 +0900
26.87,1,2023-10-18 11:55:42 +0900
23.87,2,2023-10-18 12:00:31 +0900
26.87,1,2023-10-18 12:00:42 +0900
24.25,2,2023-10-18 12:05:31 +0900
27,1,2023-10-18 12:05:42 +0900
24.25,2,2023-10-18 12:10:31 +0900
27,1,2023-10-18 12:10:42 +0900
24.37,2,2023-10-18 12:15:31 +0900
27,1,2023-10-18 12:15:42 +0900
24.5,2,2023-10-18 12:20:31 +0900
25.75,1,2023-10-18 12:20:42 +0900
24.63,2,2023-10-18 12:25:31 +0900
25.12,1,2023-10-18 12:25:42 +0900
24.63,2,2023-10-18 12:30:31 +0900
24.87,1,2023-10-18 12:30:42 +0900
24.75,2,2023-10-18 12:35:31 +0900
24.5,1,2023-10-18 12:35:42 +0900
24.87,2,2023-10-18 12:40:31 +0900
24.5,1,2023-10-18 12:40:42 +0900
25.62,2,2023-10-18 12:45:31 +0900
24.37,1,2023-10-18 12:45:42 +0900
25.12,2,2023-10-18 12:50:31 +0900
24.5,1,2023-10-18 12:50:42 +0900
25,2,2023-10-18 12:55:31 +0900
24.5,1,2023-10-18 12:55:42 +0900
25,2,2023-10-18 13:00:31 +0900
24.63,1,2023-10-18 13:00:42 +0900
25.25,2,2023-10-18 13:05:31 +0900
24.63,1,2023-10-18 13:05:42 +0900
25.25,2,2023-10-18 13:10:31 +0900
24.63,1,2023-10-18 13:10:42 +0900
25.12,2,2023-10-18 13:15:31 +0900
24.5,1,2023-10-18 13:15:42 +0900
25.37,2,2023-10-18 13:20:31 +0900
24.5,1,2023-10-18 13:20:42 +0900
25.25,2,2023-10-18 13:25:31 +0900
24.5,1,2023-10-18 13:25:42 +0900
25.37,2,2023-10-18 13:30:31 +0900
24.37,1,2023-10-18 13:30:42 +0900
25.5,2,2023-10-18 13:35:31 +0900
24.37,1,2023-10-18 13:35:42 +0900
25.62,2,2023-10-18 13:40:31 +0900
24.37,1,2023-10-18 13:40:43 +0900
25.88,2,2023-10-18 13:45:31 +0900
24.37,1,2023-10-18 13:45:43 +0900
25.75,2,2023-10-18 13:50:31 +0900
24.5,1,2023-10-18 13:50:43 +0900
26,2,2023-10-18 13:55:31 +0900
24.37,1,2023-10-18 13:55:43 +0900
25.75,2,2023-10-18 14:00:31 +0900
24.5,1,2023-10-18 14:00:43 +0900
25.88,2,2023-10-18 14:05:31 +0900
24.5,1,2023-10-18 14:05:43 +0900
25.62,2,2023-10-18 14:10:31 +0900
24.5,1,2023-10-18 14:10:43 +0900
25.62,2,2023-10-18 14:15:31 +0900
24.5,1,2023-10-18 14:15:43 +0900
25.62,2,2023-10-18 14:20:31 +0900
24.5,1,2023-10-18 14:20:43 +0900
25.62,2,2023-10-18 14:25:31 +0900
24.37,1,2023-10-18 14:25:43 +0900
25.5,2,2023-10-18 14:30:32 +0900
24.5,1,2023-10-18 14:30:43 +0900
25.5,2,2023-10-18 14:35:32 +0900
24.5,1,2023-10-18 14:35:43 +0900
25.5,2,2023-10-18 14:40:32 +0900
24.63,1,2023-10-18 14:40:43 +0900
25.37,2,2023-10-18 14:45:32 +0900
24.5,1,2023-10-18 14:45:43 +0900
25.37,2,2023-10-18 14:50:32 +0900
24.5,1,2023-10-18 14:50:43 +0900
25.37,2,2023-10-18 14:55:32 +0900
24.5,1,2023-10-18 14:55:43 +0900
25.37,2,2023-10-18 15:00:32 +0900
24.63,1,2023-10-18 15:00:43 +0900
25.37,2,2023-10-18 15:05:32 +0900
24.63,1,2023-10-18 15:05:43 +0900
25.25,2,2023-10-18 15:10:32 +0900
24.63,1,2023-10-18 15:10:43 +0900
